year,month,day,volume,value,price_weight_av,price_max,price_min,price_mean,power_max,power_min,power_mean,date,off_price_mean,standard_price_mean,morning_price_mean,evening_price_mean,off_hour_count,standard_hour_count,morning_hour_count,evening_hour_count,off_volume,standard_volume,morning_volume,evening_volume,off_value,standard_value,morning_value,evening_value
2020,3,6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-06,0.0,0.0,0.0,0.0,8,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3,7,390.0,14150.0,36.282051282051285,55.0,0.0,18.50166666666667,55.0,0.0,16.25,2020-03-07,15.531764705882354,25.714285714285715,,,17,7.0,,,280.0,110.0,,,9100.0,5050.0,,
2020,3,8,535.0,16050.0,30.0,30.0,0.0,18.75,70.0,0.0,22.291666666666668,2020-03-08,18.75,,,,24,,,,535.0,,,,16050.0,,,
2020,3,9,125.0,8000.0,64.0,64.0,0.0,16.0,30.0,0.0,5.208333333333333,2020-03-09,0.0,34.90909090909091,0.0,0.0,8,11.0,3.0,2.0,0.0,125.0,0.0,0.0,0.0,8000.0,0.0,0.0
2020,3,10,135.0,7850.0,58.148148148148145,100.0,0.0,9.333333333333334,50.0,0.0,5.625,2020-03-10,7.5,14.909090909090908,0.0,0.0,8,11.0,3.0,2.0,55.0,80.0,0.0,0.0,1650.0,6200.0,0.0,0.0
2020,3,11,104.0,4495.0,43.22115384615385,85.0,0.0,6.041666666666667,42.0,0.0,4.333333333333333,2020-03-11,7.5,0.0,28.333333333333332,0.0,8,11.0,3.0,2.0,79.0,0.0,25.0,0.0,2370.0,0.0,2125.0,0.0
2020,3,12,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-12,0.0,0.0,0.0,0.0,8,11.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,3,13,1508.0,106449.58,70.58990716180371,100.0,0.0,49.87041666666667,144.0,0.0,62.833333333333336,2020-03-13,3.75,67.8990909090909,85.0,82.5,8,11.0,3.0,2.0,20.0,1245.0,235.0,8.0,600.0,85214.58,19975.0,660.0
2020,3,14,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-14,0.0,0.0,,,13,7.0,,,0.0,0.0,,,0.0,0.0,,
2020,3,15,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2020-03-15,0.0,,,,24,,,,0.0,,,,0.0,,,
2020,3,16,1600.0,112000.0,70.0,100.0,0.0,56.0,100.0,0.0,80.0,2020-03-16,17.5,62.27272727272727,66.66666666666667,82.5,4,11.0,3.0,2.0,200.0,1000.0,200.0,200.0,7000.0,68500.0,20000.0,16500.0
2020,3,17,558.0,20551.2,36.83010752688172,53.1,0.0,19.4125,71.0,0.0,23.25,2020-03-17,0.0,27.872727272727275,53.1,0.0,8,11.0,3.0,2.0,0.0,477.0,81.0,0.0,0.0,16250.1,4301.1,0.0
2020,3,18,1081.0,66231.65,61.268871415356145,110.0,0.0,55.69125,115.0,0.0,45.041666666666664,2020-03-18,22.5,66.05363636363637,85.0,87.5,8,11.0,3.0,2.0,196.0,656.0,142.0,87.0,5880.0,41411.65,12070.0,6870.0
